Reviews,Label
"If you wants to be feel nostalgic, you might like it here at Books Cafe & Things. You will find yourself surrounded by antiques, old books, CDs and old Country music while you surf on the internet. That might be your only connections here to the modern life. Sipping my tea while listening to folks talking about Hockey: contracts, lockout, fighting... A small stage in the middle of the cafe which Live music events are held on Saturdays and even has Psychic Reading sessions every Saturdays. If nostalgic is your thing or you want a change of scenery, Books Cafe & Things might be your kind of Cafe.",negative
"I really enjoy shopping at a Second Look. What great quality items! It feels like you are in a fine boutique, and they are making it better all the time! You can find such great quality items for a fraction of the price of retail. I am a shoe fanatic and have bought 1/2 my best shoes here as well as other fashion items. I also consign here and have always been treated very well and enjoy bringing items which sell pretty quickly because Second Look has a great customer base, and new people finding out about this hidden gem all the time. Highly recommend you check it out yourself!",positive
"I agree, a 2nd most unpleasant customer experience in a row deserves a review. I will not consign again until the tall, miserable guy is gone! I usually carry a balance but I cashed out my $350 because of HIM.",negative
"i have been a customer for a long time and the staff has always been friendly, knowledgable, and available when you need to find something. i trade in my clothes and the process is quick and easy. the two men (Josh and Dave) are always friendly and willing to help you. they work very hard and keep things organized. i think it's the best that i have seen in all the years that i have been there. i like that they have all sorts of other things to buy. it's not just clothes but a lot of household goods to update your decor. it's just a fun place to spend a few hours either buying or looking!",positive
"OMG....I don't know anything about consigning here, but shopping here gets a well deserved 5 stars. I spent over three hours there today! There are so many good deals and the store is extremely clean and organized. I purchased new Michael Kors sandals, five skirts for work and three dresses for about $50. Their awesomely fun system makes it a treasure hunt....a sliding discount scale for how long the item is on their floor. Everything I purchased was either 50 or 75% off. Definitely fun to shop here. The housewares are very nice too!",positive
Great for the buyers not so great for the seller. They store gets 65% the seller gets 35%. Don't take high end golf items here. The appraiser does not seem to know what a Taylor Made golf driver is worth . They sold mine for $12.50 I got 3% of that .,negative
"I brought in a Fontanini Nativity Village to sell which cost new over $1,000. I did not expect to get $1,000, I was hoping for $200 or less. When I went in to see what I had earned so I could buy more of THEIR stuff. I was amazed to learn that not only did it sell, but there were renewal membership fees, stocking fees and of course, they received very little for the set, so I received $0. What a rip off!!!! DO NOT EVER take your items to be sold there! Find another store if you want to get any money for them! And NEVER, EVER take a high priced item there to sell EVER!!!!",negative
"So here's an eye-opener. I dropped off some things for consignment recently, including a like-new Gucci belt I haven't worn in years because it's too small. Someone just called to say they won't accept it without a certificate of authenticity. Seriously? That's like requiring a certificate of authenticity at a garage sale. I told the caller I could attest to its authenticity because I bought it while working at Saks years ago, and to put it in their donation pile. Better yet, grab it for herself because a) its real, and b) it shouldn't go to waste. So that's a little window into the quality here - piles of low-end brands but an actual designer piece gets rejected for lack of 'proof'.",negative
"Convenient location off of 32nd Street and Shea. Large selection of many different themes of items. Layout is a little cluttered yet can be navigated easily. However, my reason for the 2-star rating is that even when I discover some decent merchandise, the staff is so unpleasant that I really don't feel like giving this business my money. There are other stores of a similar nature in the valley that will better appreciate my patronage.",negative
"Name a place where you can find buried treasure without having to dig? THIS PLACE! I love coming here not only for the amazing trinkets I find but also for their friendly staff. My mom, sister, and I have been coming here for over ten years when it was a little store. It's grown so much and although I am sad that they got rid of their little coffee shop, I still love them. This upscale consignment store will have everything you are looking for and more. I wish I lived closer to it because I would be shopping here probably three to four times a week. Wait, maybe it's a good thing! =P When you walk in you may not find a cart which kinda sucks but just bring one of those big reusable grocery bags and you'll be set. They offer major discounts on items that have been in their store for more than a month which is AWESOME. I once bought a Fitbit for $12.00. Yes, you read that right. 12 dollars. And it worked. I am truly happy for this great place. Thank you for existing!",positive
"Enormous selection of clothes, shoes, bags & household goods...at amazing prices. Everything beautifully sorted by color & type (skirts, tops, pants, etc.) so it is very easy to zero in on what you're looking for. Everything looks clean & gently worn, so there's no ""ick factor"", like in some consignment clothing stores. You cannot beat the pricing and their tags (the ""markdown dates"" are listed) eliminate the need to awkwardly ask ""when will this be reduced?"" Household items are in great shape, beautifully displayed and also sorted by color, type of item, etc. There's a big selection of new costume jewelry, makeup & gift items. I agree with other posters: some of the staff need counseling on how to interact with customers, while other employees are very nice. This is a bit of a drive for me, so I'm not often here....but love it when I do get a chance to stop by. It's always a fun & very rewarding experience!",positive
"BEWARE!! The online ""check your account balance"" does not work. No one answers the phone and I tried for 6 days! I was told I would receive a list of items I took in....never received. I took in a pair of $80 boat shoes (worn only the day I bought them) plus 4 other items and when I went in person to ask where my list of items was, I was told they don't do that. The shoes and one other item were sold....but I was told I owe them 73 cents!!!!!!!! RIPOFF.",negative
I absolutely love this store. I will not shop anywhere else. The store personnel is just so wonderful I cannot express in words. Genuine people who love to see you find your treasures. You just never know what you will find.,positive
"They ""donate"" almost everything you bring in.188 donations in one year! I have heard they have an underground shop in Prescott. I will never consign there again.",negative
"Everyone should check this place out - there is something here for all tastes. It is such an amazing store! I have bought several shirts and household items here for next to nothing! Even the stuff you think you're paying nothing for rings up at a discount sometimes. I haven't quite figured out the tags, but almost every time I check out I am pleasantly surprised by multiple unexpected discounts. The people I have dealt with have been super friendly too, I have read some of the other reviews and been doubtful. Maybe every time I have been there I got lucky? I found the people to be customer service bubbly and fun. I also thought the consignment side was very helpful and professional. I will be back many, many times as long as I live in Phoenix.",positive
"I love this place, I go there often. I do however agree with a previous review...some of the employees are a bit uppity, cold and unfriendly. So to the ladies that work there, please be helpful and friendly to ALL customers. I'll be there this weekend.",negative
For women's clothing and household it is the best I have ever shopped at. So much better than the competition in Scottsdale. This is an amazing store with great prices and fabulous merchandise. Those who give negative reviews are way off. I have brought people there from all over the country and they come back time and time again. They are very organized and quite selective with their merchandise. There is noplace better. I have found the staff extremely friendly and helpful every time I have gone. Never have I seen anything overpriced and again the merchandise is high quality.,positive
"Wow in reading some of these reviews, I honestly don't understand all the negativity unless they are from competitors trying to bring this place down a notch! I started shopping here about a year ago and the place is fabulous! I can't begin to tell you the wonderful finds I have made here. Besides the pricing, what I like is that this store is well organized and all of the items are new or like new. I've purchased things still in the original packaging. The used things are so gently used you sometimes wonder if they are brand new without the packaging. I've been to some other places where the quality is ""early attic"" and the prices are outrageous. This is the place to go for one-of-a-kind, well-priced household items. The shoes and the purses are not bad either! I haven't found a better place to shop than this.",positive
"There was a misleading sale tag stating something with $0.00 when I brought it to the attention of Duane she was very rude, told me that she have to figure out the pricing and didn't even say thank you for bringing it to her attention even though by law I should be able to pay what on the price tag which meant it was zero aka free. I didn't like the item and had no plan on buying it but so did want to bring it to their attention and do the right thing. Instead I was treated without any dignity or respect and like I did something wrong! Talk about getting treated like shit for doing the right thing! See photo.",negative
"I know there are some unhappy campers that have gone to A Second Look and didn't like the experience. But I have to say I found the way to do it... Go with a plan. Do I need a new Calvin Klein business suit for dirt cheap? Head straight to the back wall and check the sizes, try it on and get out. Do I need something black? Just head straight to the COLOR COORDINATED rack and sift through my size. Jeans? Same deal. Dresses? All on one long rack. This place is very organized and the dressing rooms are never too busy. It can be a great place to find quality clothing that isn't just Chicos for a great price. Just go with a plan next time....",positive
"Good selection but not worth putting up with the extremely rude employees and management. They have absolutely no patience for children. It's a consignment store, that you would think caters to people on a budget, young mothers, for example. Yet they are rude and intolerant of children. That makes no sense. I used to shop there very frequently, almost on a weekly basis but I won't go back anymore.",negative
"Have been shopping here for years, the store itself is not much to look at - but the prices are always good. They must cycle the inventory regularly - as I routinely find new things every visit. Staff seems friendly too...",positive
"As a shopper this is prob my favorite store of all times! (Not great as a consignor but really, when I buy something I'm not looking to get anything back when I'm done with it.) I have found some amazing business suits, evening gowns, casual attire, purses, and housewares here. I just love it! Well organized and clean store. Plenty of parking and I enjoy their pricing model.",positive
"Based on the postive reviews, I stopped in on a Sunday afternoon in search of a good deal. However, I was disappointed in the selection of clothes. While I appreciated the presentation, I was not impressed by the dated fashions offered for sale. I did find a few nice deals in the shoe department. I bought pristine Rockport sandals and a couple of pairs of Clark shoes. However, I was stung by the return policy. Upon closer inspection at home, I noticed one pair of the Clark shoes had a tear on the seams. However, because of their return policy, I was not able to return or exchange them. I took the shoes to a shoe repair shop in hopes of repairing them and was told they could not be fixed. :-( It would been nice to if they allowed exchanges for store credit. Oh well, it's a $15 reminder to really, really tug and check at all the seems of seemingly new shoes and clothes. :-) Overall, I would only recommend this place for shoes and other misc. bric a brac like collectibles. Their reductions policy is a boon for buyers in that the longer an item stays in inventory, the higher the discount.",negative
"I was quite disappointed today from a company I've been very happy about in the past. A pity really because I've recommended them to so many friends in the past. Well all good things come to an end and as with many the devil is in the return policy. The customer service rep helping me was defensive boarding rude when I attempted to return three shirts I had purchased yesterday. Apparently I misread the return policy and thought I had 24 hours but that was just for electronics. Though I was calm during the conversation even sharing an idea to take to management that might mitigate such situations in the future she continually assumed my statements and an aggression on my part that was not there. I repeated made statements such as ""I am not upset"" ""I've been on your side of the register"" We finally ended our interaction with her defensive recommendation that I consider reconsigning the shirts. Thinking perhaps this was a viable option I took the shirt that had been in my possession for less than 24 hours to the consignment area tags still on. There I spoke with another employee who seemed shocked when I shared that I shared that I had purchased the shirts less than 24 hours before and yet was unable to return them. She, like myself, was under the impression this was the policy. After learning that there were fees involved with reconsigning, and feeling the A Second Look had already taken my time and enough of my money I departed with the shirts still in had. It is obvious that the staff need training and the policies clarified. I guess I'll try the consignment shop on Tatum and Bell in the future.",negative
"i haven't been here in awhile but did find a pretty good selection when i did, what annoyed me the most and drove me out of the store b4 i was really finished looking was the DING, DING bell that went off EVERY time soneone came in or out. i know why they do it and it's not for the customer. until they stop (and Kohl's did awhile back), i'm not coming back!!!",negative
"Who doesn't love a bargain? I get an adrenaline rush every time I find a great piece at the fraction of the retail price. I don't even mind if it is used as long as it still looks new-ish. I thought A Second Look would be a great place to get that shopper's rush, but boy was I wrong. The place reminds me of my grandmother's closet because it has the hallmark finicky old woman organization. Everything is arranged according to color with signs everywhere proclaiming the consequences of touching and breaking. It is a little overwhelming. The clothes are not that great. Everything in the designer section looks like it came off the Beverly Hills 90210 set circa 1990, and it is marked up like crazy. The rest of the store follows suit; for example, I saw a faded shrunken American Apparel dress for $13.00 (I can't even begin to tell you what is wrong with that picture). While I commend the staff for meticulously keeping the store in perfect condition, I did not see anything that I would think of giving a second look.",negative
"Great place with great people. I shop here mostly for my work shirts, I have gotten some amazing dress shirts from $4 - $15 since I have been in AZ. I think my favorite thing about this place is they way they do their discounting. The longer the item has been in the store the more you save up to 75% off. Be sure to check the wall in the front of the store for the discount available based on the date on the price tag. Right now I am waiting a few more weeks in hopes that this one item I have my eye on hits the 60 day mark. This consignment store has a decent art section, plenty of household decorations and lots of cloths and none of it junk. I find the full non discounted price to be pretty reasonable most times (the item I want right now is overpriced). They go out of their way to be helpful and friendly and I appreciate that.",positive
"This place is better for shoppers than for consigners. On the positive side, I think it is organized well & doesn't feel cramped. From a consigners perspective, their policies have gotten ridiculous. They now charge you a $10.00 annual fee PLUS $3.50 EVERY time you drop items off. In addition to that craziness, they also want clothing brought in on hangers, pressed/completely wrinkle free. Quite frankly I don't have the time to go thru all of my items & either iron them or take them to the dry cleaners (which even if I go to the cheap cleaners for $2.00 & I end up with maybe $3-5 for the item when it sells, doesn't even make it worth the trouble). They also want to take a week or so to go thru your stuff & either donate what they won't take or call you & you have to make ANOTHER trip to go pick it up. Too much time/effort to make it effective for me. It also seems when my items sell, I get less for them than if I would have taken them elsewhere. As said in other people's reviews most of the items they have are very middle of the road (i.e., Express, GAP, etc), so it's not like they're only taking designer apparel to warrant such strict consignment policies. I will stick to taking stuff to My Sister's Closet which is easier to work with, they don't charge you fees, and tell you right then & there what they want to take. I feel I also get top dollar for my items at My Sister's Closet as opposed to here.",negative
"This review is for bringing your stuff in for consignment and based off one purchase. My family used to bring stuff here on a regular basis but not so much anymore, I need to get back into the habit. But when we did bring clothes, accessories, house goods, etc it was was really great, easy and very organized. I purchased my first real furniture sofa and love-seat set from here when I had my first real apartment after college. It was a great set and so affordably priced! I actually kinda miss that set, since then I have bought new stuff for my first real house. I remember the staff being very friendly and helpful. Especially when you aren't sure how consignment works, they walk you thru it with ease.",positive
"OK, full disclosure - I know the owners. Still, check out A Second Look and you'll see that they set the bar very high by consignment store standards. It's definitely not your typical second-hand store. For one thing, it's huge - as big as a department store, and the shopping experience is similar in terms of atmosphere and better in terms of selection given the range and uniqueness of the things you find there. The store only accepts ""as-new"" merchandise, so no worries about stains, holes or weird smells. The clothes are sorted not only by style and size but by color, which makes for a more efficient search for random treasures (I'm an attention-deficit shopper, especially when digging through racks of random clothes - so I like being able to save time by looking mainly in the colors that look best on me). You really never know what you're going to find, and their inventory turnover is high, which makes coming back regularly not only fun but practically mandatory. The discounting system is pretty innovative - almost all of the clothing has a dated price tag, and after 30 days on the rack, an item automatically goes 25% off; after 45 days, 50% off; after 60 days, 75% off, and after that it's taken out of inventory and donated to a charity that supports needy women and children. The housewares section is awesome, too - perfect place to find a bargain on the ice cream maker you keep thinking you want, or to change up the decor of your place for a fraction of retail. They have a big kids' section, and their holiday decoration stuff is definitely worth checking out once Christmas rolls around. Also, there's a coffee bar area tucked away in the back on the other side of the consignor drop-off area. It's a nice place to take a break from shopping, or to give bored companions a spot to hang out. Great coffee, too. Consigning the good stuff you just don't want any more is much better than just hauling it all to Goodwill - at least you stand the chance of making back a little money; worst case, if they don't sell, they'll end up going to charity anyway. Update 6/5/09 - No more kids' section here, nor hot coffee at the coffee bar, although cold drinks and snacks are still available. Still plenty of great bargains to be had!",positive
"Your items are too expensive for a thrift store. People stopped going to Dog Junkies Thrift Store because the prices all of a sudden tripled. Your prices are more than regular store prices. You started out as a good thrift store and people enjoyed going there to get the bargain, but now you're overcharging for items. You really need to lower your prices down to thrift store prices if you want to stay in business.",negative
I absolutely love that I found this thrift store. It's located on Rancho and has some high end shoes including Jordan's and Adidas that are barely used. There are signs out front for puppies but don't let that fool you. There is a lot of great stuff inside. Women's men's and kids stuff! I highly recommend checking is it out next weekend or just in your free time. Brandon Sevruk,positive
"I stumbled across this place while driving by. I don't get over here much, so I stopped. I was so glad I did. I am an animal lover so the fact that they support no kill animal rescues is uge for me. You can also volunteer and they give you a discount when you do. They have different daily sales. I can't remember them all off the top of my head, but Wednesdays is 50% off clothing. They have a Facebook page as well so you can check the sales for whatever day it is. It's clean and it's basically a house, so there are different rooms for you to explore. Plan to spend some time if you're stopping in.",positive
Really like this place. I especially like the fact the revenue goes to maintain their no kill dog rescue. They have the best selection of quality pet supplies that I have ever seen in a thrift store. Saturday is 25% for TEACHERS!,positive
They are so rude here. Saw a mirror they had just posted on offer up. Came in and they didn't have it and even worse they didn't bother to try and help me to see if they had it or anything. They were so rude about it. I really didn't want to give them any business after their attitudes. Made my day of wanting to go search through thrift shops for hidden gems no fun .,negative
"Only giving it one star because I can't go any lower. Answered an ad from them for a item they had for sale. The ad was ENTIRELY false. Item was listed as new and in box - probably wouldn't be as mad if when I got there the woman wouldn't have had such a funky attitude. When I answered the ad and i asked if the item was new and was told yes it was. Drive WAY ACROSS TOWN to find out not only was it not new but VERY used, filthy dirty and missing parts. When I questioned it the woman said I had to understand volunteers place those adds and they can't be responsible for mistakes - really? She didn't even have to decency to apologize for their mistake just told me it's still a deal - huh - a broken dirty machine is just as good as new? Didn't mind in the beginning because I was going to help a good cause but now I'm just super pissed that you wasted my time and gas and was treated badly by someone who was rude as hell - YES I'm talking to you lady with the short black hair",negative
"I head straight to the pet supply section first. They have a great selection of dog toys, clothes, leashes, harnesses...everything my babies need. Don't get me wrong. The rest of the store is great too. They also carry Pawsome Jerky. My dogs love it. I know you can order it online too, but this is the only store I've found it in so far. I highly recommend checking this place out. There's so much stuff to choose from and new stuff all the time. Plus (and this is the best part) every sale helps dogs in need. Total win win.",positive
